ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Segmentation,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7,AgeGroup,HighSpender
463052,1,1,-0.387,1,-0.4563,0,-0.5821,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
461372,1,0,-0.9863,1,0.1885,0,-1.2758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
463367,0,0,-0.5069,1,0.5108,0,0.8052,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
467926,1,1,2.1299,1,-0.7787,2,-0.5821,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
461483,0,0,-0.9264,1,-0.4563,0,0.8052,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467355,1,0,-0.7466,0,-0.7787,0,0.8052,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
466416,1,1,2.6393,0,-0.7787,2,0.1115,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
460330,0,0,0.452,1,0.5108,0,-1.2758,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
459650,1,1,-0.3271,1,-0.4563,0,-0.5821,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
466789,0,1,0.5718,1,-0.7787,1,-0.5821,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
466679,0,0,-0.0274,1,1.8004,0,-0.5821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459362,1,1,0.6917,0,-0.7787,0,-0.5821,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
466128,1,0,-0.5069,1,0.5108,0,-0.5821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
462474,0,1,-1.1061,0,-0.4563,1,-0.5821,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459782,1,1,0.8715,1,1.1556,1,0.8052,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
463113,0,0,-0.6866,1,-0.4563,0,2.1924,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
466683,0,1,0.3321,0,-0.4563,1,0.8052,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
462103,0,1,0.5718,0,2.1228,2,-0.5821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
459227,0,1,-0.7466,0,2.1228,0,0.8052,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
467761,1,0,-0.2672,1,-0.4563,0,-0.5821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459163,1,0,-0.0874,1,-0.4563,0,-1.2758,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
462455,1,0,-1.4058,0,-0.4563,0,1.4988,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
460178,1,1,0.392,1,-0.4563,0,-0.5821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
462803,1,0,-1.0462,0,-0.7787,0,2.1924,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460427,1,1,0.1523,1,-0.4563,1,0.1115,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
466343,1,0,-0.8065,1,-0.7787,0,-0.5821,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
461583,0,1,0.9913,1,1.1556,1,-0.5821,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
466461,1,1,2.4296,0,-0.7787,0,-1.2758,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
462689,0,0,-0.387,1,-0.4563,0,-1.2758,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
462740,1,1,1.1711,1,1.1556,0,-1.2758,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
461355,0,0,-0.3271,1,-0.7787,0,-0.5821,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
465009,1,1,0.452,1,-0.7787,1,0.8052,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
467658,1,0,-1.4058,0,-0.7787,0,0.8052,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
462837,0,0,-1.1061,0,2.4452,0,0.1115,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
463907,0,0,-0.6267,1,-0.7787,0,1.4988,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
462728,0,0,-0.7466,0,-0.7787,0,-1.2758,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
461175,1,1,0.8115,1,-0.4563,0,0.1115,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
464872,1,1,-0.0874,1,-0.4563,0,0.8052,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
460830,1,1,-0.2072,0,-0.1339,1,1.4988,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
459741,1,1,1.3509,0,-0.7787,2,0.1115,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
461154,1,0,-1.3458,0,-0.7787,0,0.8052,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
464990,1,1,1.7704,0,-0.4563,2,-0.5821,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
467886,0,1,0.1523,1,-0.7787,0,-0.5821,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459201,0,1,1.3509,1,-0.7787,1,-0.5821,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
463357,1,1,-0.9863,1,-0.7787,1,-0.5821,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460539,0,1,-0.5069,1,-0.4563,0,0.1115,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
462380,0,1,0.5718,0,-0.4563,2,0.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
459884,1,1,2.1899,0,1.8004,0,-1.2758,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
461651,0,1,1.1711,1,-0.4563,1,0.1115,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
465336,0,0,-0.1473,1,2.1228,0,-1.2758,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
461338,1,1,-0.0274,1,-0.4563,1,0.8052,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
461050,1,1,0.2123,1,-0.4563,2,0.1115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
460485,0,0,-1.5256,0,2.1228,0,1.4988,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
467901,0,0,-0.6267,1,-0.4563,0,0.8052,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
463713,1,0,-0.8065,0,2.1228,0,0.1115,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
464278,1,1,2.4895,1,-0.4563,2,-0.5821,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
461192,0,1,0.1523,1,-0.4563,2,0.1115,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
462285,1,1,0.2722,1,-0.4563,0,-0.5821,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463044,1,1,2.1899,1,-0.4563,2,-0.5821,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
463086,1,0,-0.6267,1,1.8004,0,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
459595,0,1,-0.4469,1,0.5108,2,2.8861,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
461419,1,1,-0.9863,0,0.1885,1,-0.5821,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
465767,1,0,-0.9264,0,-0.7787,0,1.4988,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
460598,0,1,-0.5069,1,-0.7787,1,0.1115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
460714,1,0,-1.0462,1,-0.4563,0,0.1115,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
466482,0,1,-0.2672,1,-0.4563,1,0.1115,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
461584,0,1,0.7516,1,-0.4563,2,0.8052,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
462066,0,0,-1.0462,1,2.4452,0,-0.5821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463369,1,1,-0.7466,1,0.5108,0,-0.5821,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
466586,1,0,-1.3458,0,-0.7787,0,-0.5821,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
464649,1,1,-0.2672,0,-0.4563,1,0.8052,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
463209,0,0,0.452,1,-0.7787,0,-1.2758,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
466298,1,1,0.0924,0,-0.7787,0,0.8052,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
466929,0,0,-0.6267,1,2.4452,0,0.1115,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
466702,1,1,1.1112,1,-0.7787,0,-1.2758,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
459238,0,1,2.1899,1,-0.4563,2,-0.5821,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
463904,1,1,2.0101,1,-0.4563,0,-1.2758,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
463996,0,0,-0.8664,0,-0.4563,0,1.4988,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
462208,0,1,-0.6267,0,1.478,1,1.4988,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
461755,1,0,-0.8664,0,-0.4563,0,0.1115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
466736,0,0,-1.4058,0,-0.4563,0,0.1115,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
466872,1,1,-0.0274,1,-0.4563,0,-0.5821,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
467104,0,0,-1.5256,0,-0.4563,0,0.1115,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
463476,1,1,0.5718,1,0.1885,1,0.1115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463953,1,1,-0.9264,1,0.1885,1,0.1115,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
462202,0,0,-0.0274,1,-0.4563,0,0.8052,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
467830,1,0,-0.7466,1,-0.4563,0,0.1115,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
463752,0,0,-0.9264,1,-0.4563,0,-0.5821,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
461770,1,1,1.2909,1,-0.4563,0,-0.5821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
466525,1,1,-0.6267,1,-0.7787,1,-0.5821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
462349,1,1,0.3321,1,-0.7787,1,2.1924,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463964,1,0,-0.6267,0,-0.4563,0,0.8052,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
459353,1,1,0.5718,1,1.1556,1,-0.5821,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459709,0,1,0.2123,1,1.478,1,0.8052,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
461858,1,0,-0.7466,0,-0.4563,0,2.8861,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
460450,1,1,0.5119,1,-0.4563,2,0.8052,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
466520,1,1,1.0512,1,-0.1339,1,-0.5821,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
467646,1,0,-0.7466,0,-0.4563,0,2.8861,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
460780,0,0,-0.8065,1,-0.4563,0,-0.5821,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
463514,1,1,1.1711,1,-0.4563,1,-0.5821,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
465105,1,1,1.5307,0,2.1228,1,-0.5821,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
460445,1,0,-0.8664,1,-0.7787,0,0.8052,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462961,0,1,0.7516,0,-0.4563,1,1.4988,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0
463932,0,1,1.7104,1,-0.4563,1,0.1115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
459145,1,1,2.6393,0,-0.4563,0,-1.2758,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
465651,1,0,-0.8065,0,-0.4563,0,0.8052,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463721,0,0,-0.7466,1,-0.4563,0,0.8052,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
467369,1,0,-0.1473,1,-0.1339,0,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
461361,0,0,-0.7466,1,2.1228,0,2.8861,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
465608,1,0,-1.4058,0,-0.4563,0,1.4988,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
464793,0,1,-1.0462,0,1.478,2,0.1115,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
463736,1,1,0.2722,0,-0.4563,1,1.4988,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
462799,1,0,-1.0462,0,-0.4563,0,0.1115,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
459006,1,0,-1.4058,0,-0.4563,0,0.8052,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
460204,1,1,-0.1473,1,0.5108,0,0.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
465257,1,0,-1.4058,1,0.5108,0,1.4988,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
466762,1,1,1.1711,1,-0.4563,0,0.1115,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
464318,1,1,2.6393,1,-0.4563,0,-1.2758,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
459634,0,0,-0.2672,1,-0.4563,0,0.1115,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
465416,1,1,0.6917,0,-0.4563,2,0.8052,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1
467275,1,0,-0.6866,1,-0.4563,0,0.1115,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
462117,1,0,-0.6866,1,-0.4563,0,-0.5821,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
460710,0,1,-0.3271,1,-0.7787,1,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
460098,0,1,1.1112,1,-0.4563,0,-1.2758,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
465787,1,0,-1.5256,0,-0.4563,0,1.4988,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
463365,1,1,1.4108,0,-0.4563,2,-0.5821,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
464042,0,1,-0.0874,1,2.1228,0,-0.5821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
467627,0,0,0.0924,1,-0.7787,0,-1.2758,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
464720,1,1,0.1523,0,-0.7787,1,0.1115,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
461123,1,0,-1.4058,0,-0.1339,0,0.8052,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
465413,0,1,-0.1473,1,-0.7787,2,0.1115,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
465126,0,1,-0.5069,0,1.478,1,0.8052,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
465950,0,1,0.5119,1,1.1556,0,-0.5821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
466734,0,1,1.1711,1,-0.4563,1,0.8052,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
466222,1,1,0.452,0,0.8332,0,0.1115,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
466142,0,1,-0.8664,1,-0.7787,1,-0.5821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
467888,1,0,-0.9863,0,-0.7787,0,0.8052,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461992,0,0,-0.387,1,-0.4563,0,-1.2758,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
460522,0,1,-0.8664,0,-0.4563,1,-0.5821,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
459973,0,0,0.392,1,-0.7787,0,-0.5821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
460695,1,1,1.8303,1,-0.4563,0,-1.2758,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
464260,0,1,1.7104,1,0.1885,1,0.1115,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
464140,0,1,2.3696,1,-0.4563,2,-0.5821,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
465606,1,1,-0.387,1,-0.4563,1,0.1115,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
459050,0,0,-1.4657,0,-0.7787,0,0.1115,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
462330,0,0,-0.8065,0,-0.4563,0,-1.2758,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459940,0,0,0.1523,1,-0.4563,0,-0.5821,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466352,0,1,1.2909,1,-0.4563,0,-0.5821,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
463558,0,1,2.6393,1,-0.4563,1,-0.5821,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
460049,1,1,-0.0274,1,-0.7787,1,-0.5821,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
464148,1,1,0.392,1,2.1228,2,0.1115,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
465503,1,0,-0.5069,1,1.8004,0,-0.5821,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
465082,1,1,1.4108,1,-0.7787,0,-1.2758,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
459832,1,1,1.3509,1,-0.7787,0,-1.2758,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
464609,0,0,-0.2672,1,0.1885,0,-0.5821,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
466703,0,1,0.1523,1,-0.7787,1,0.1115,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
466864,0,0,-0.6866,0,1.8004,0,-1.2758,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
461458,0,0,-0.2072,1,1.1556,0,-1.2758,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459218,1,1,2.6393,1,-0.7787,2,0.1115,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
462860,1,0,-0.8065,1,1.8004,0,1.4988,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
462033,1,0,-0.6866,1,-0.4563,0,-1.2758,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
467695,1,1,-0.0274,0,-0.4563,0,-0.5821,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
463090,0,1,0.6917,0,0.1885,1,-0.5821,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0
459219,0,1,0.2123,1,-0.7787,1,0.1115,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
460148,0,1,1.7704,0,-0.4563,0,0.1115,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0
461603,1,0,-0.2672,1,-0.4563,0,-1.2758,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
466359,1,0,-1.2859,0,-0.7787,0,0.8052,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
464655,1,1,-0.2672,1,-0.7787,1,1.4988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
466088,0,0,-0.7466,0,-0.7787,0,2.8861,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
461205,1,0,-0.9863,1,-0.4563,0,0.1115,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
462822,1,0,-1.4657,0,-0.7787,0,0.8052,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
459076,1,1,1.5307,0,-0.7787,1,-0.5821,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
463410,1,1,-0.387,0,-0.4563,1,-0.5821,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463879,1,1,0.0924,1,-0.7787,2,-0.5821,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
462827,0,0,-1.2859,0,-0.4563,0,0.1115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461500,0,0,-1.0462,1,-0.7787,0,0.1115,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461553,1,0,-0.2672,1,-0.4563,0,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
467912,1,1,1.0512,1,-0.4563,0,-0.5821,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
465029,0,1,1.8303,0,-0.4563,2,-0.5821,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
460062,1,0,-0.8664,1,0.5108,0,-1.2758,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462863,1,0,-0.8664,1,0.8332,0,-1.2758,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
460465,1,0,-0.4469,0,-0.7787,0,0.1115,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
460335,0,0,1.1711,1,-0.7787,0,-0.5821,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
466067,1,1,1.5307,1,-0.7787,1,1.4988,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
463962,0,1,-0.5069,1,2.4452,0,-0.5821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459807,1,1,2.2498,1,-0.4563,0,-1.2758,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
463364,0,1,1.6505,0,-0.4563,2,-0.5821,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1
463599,0,0,-0.7466,0,2.4452,0,-0.5821,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
462686,1,1,-0.1473,1,2.1228,1,0.8052,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
462949,1,1,-0.5069,0,-0.4563,1,0.1115,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
460275,0,0,0.5119,1,1.1556,0,-1.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
461184,1,0,-1.4657,0,-0.4563,0,0.8052,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
460728,0,1,-0.2672,1,-0.7787,0,-1.2758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
462416,1,1,0.0924,0,-0.7787,0,-0.5821,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
460846,0,0,-1.4657,0,-0.4563,0,0.8052,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
459542,1,0,-1.226,0,-0.1339,0,1.4988,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
459080,1,1,2.0101,0,-0.7787,0,-0.5821,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
463106,0,1,2.4296,1,-0.7787,0,-1.2758,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
464728,1,1,0.2123,0,-0.4563,2,0.8052,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
466474,1,0,-0.8664,1,1.1556,0,0.1115,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461711,0,0,-0.5069,1,1.8004,0,0.1115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
460347,1,1,-0.2072,1,2.4452,0,-0.5821,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
467689,1,0,-0.5069,0,-0.4563,0,-1.2758,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
460260,1,0,-1.4058,0,-0.7787,0,0.1115,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
466344,1,0,-0.0274,1,-0.7787,0,-0.5821,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
466437,1,1,0.7516,0,-0.7787,0,-1.2758,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
460423,0,1,0.5718,1,0.1885,0,-1.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
459590,1,1,-1.2859,0,-0.4563,2,0.1115,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
464668,1,1,-0.6866,0,-0.4563,2,0.8052,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
463049,1,1,0.452,0,-0.1339,2,1.4988,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
460458,0,0,-0.1473,0,-0.4563,0,0.1115,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
462407,1,1,-0.387,0,-0.1339,1,0.8052,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459450,1,1,0.6917,1,0.5108,1,0.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
463255,1,0,-0.0874,1,0.1885,0,-0.5821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
462574,1,0,-1.4058,0,-0.4563,0,1.4988,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
465761,0,0,-0.0874,1,2.4452,0,-0.5821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
467728,0,1,-0.3271,0,-0.4563,2,1.4988,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
465841,0,0,0.5119,1,0.1885,0,-1.2758,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
460117,0,1,0.2722,1,2.1228,0,-1.2758,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
466619,1,1,-0.387,1,0.8332,1,-0.5821,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
461722,1,0,-0.9863,0,-0.4563,0,0.1115,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460898,1,1,0.2722,0,0.1885,1,0.8052,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
463627,0,0,-1.1061,1,0.8332,0,-0.5821,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
